payment_id,policy_id,payment_date,payment_amount,payment_method
13477,614,2023-04-29,221.35,Bank Transfer
13478,614,2023-05-29,221.35,Bank Transfer
13479,615,2021-12-18,99.65,Check
13480,615,2022-01-18,99.65,Debit Card
13481,615,2022-02-18,99.65,Check
13482,615,2022-03-18,99.65,Credit Card
13483,615,2022-04-18,99.65,Credit Card
13484,615,2022-05-18,99.65,Debit Card
13485,615,2022-06-18,99.65,Bank Transfer
13486,615,2022-07-18,99.65,Check
13487,615,2022-08-18,99.65,Debit Card
13488,615,2022-09-18,99.65,Credit Card
13489,615,2022-10-18,99.65,Credit Card
13490,615,2022-11-18,99.65,Bank Transfer
13491,615,2022-12-18,99.65,Credit Card
13492,615,2023-01-18,99.65,Debit Card
13493,615,2023-02-18,298.94,Bank Transfer
13494,615,2023-03-18,99.65,Bank Transfer
13495,615,2023-04-18,99.65,Bank Transfer
13496,615,2023-05-18,99.65,Credit Card
13497,615,2023-06-18,99.65,Credit Card
13498,616,2021-12-29,110.31,Credit Card
13499,616,2022-01-29,110.31,Check
13500,616,2022-03-01,110.31,Check
13501,616,2022-03-29,330.93,Check
13502,616,2022-04-29,110.31,Debit Card
13503,616,2022-05-29,110.31,Credit Card
13504,616,2022-06-29,110.31,Credit Card
13505,616,2022-07-29,110.31,Debit Card
13506,617,2023-04-15,1549.92,Credit Card
13507,617,2023-05-15,516.64,Bank Transfer
13508,617,2023-06-15,516.64,Check
13509,617,2023-07-15,516.64,Credit Card
13510,617,2023-08-15,516.64,Debit Card
13511,617,2023-09-15,516.64,Credit Card
13512,617,2023-10-15,516.64,Bank Transfer
13513,617,2023-11-15,516.64,Credit Card
13514,617,2023-12-15,516.64,Credit Card
13515,617,2024-01-15,516.64,Check
13516,617,2024-02-15,516.64,Credit Card
13517,617,2024-03-15,516.64,Bank Transfer
13518,617,2024-04-15,516.64,Bank Transfer
13519,617,2024-05-15,516.64,Debit Card
13520,617,2024-06-15,516.64,Debit Card
13521,618,2018-06-11,314.06,Debit Card
13522,618,2018-07-11,314.06,Credit Card
13523,618,2018-08-11,314.06,Check
13524,618,2018-09-11,942.19,Debit Card
13525,618,2018-10-11,314.06,Check
13526,618,2018-11-11,314.06,Bank Transfer
13527,618,2018-12-11,314.06,Debit Card
13528,618,2019-01-11,314.06,Credit Card
13529,618,2019-02-11,314.06,Credit Card
13530,618,2019-03-11,314.06,Credit Card
13531,618,2019-04-11,314.06,Check
13532,618,2019-05-11,314.06,Bank Transfer
13533,618,2019-06-11,314.06,Credit Card
13534,618,2019-07-11,314.06,Credit Card
13535,618,2019-08-11,314.06,Check
13536,618,2019-09-11,314.06,Debit Card
13537,618,2019-10-11,314.06,Check
13538,618,2019-11-11,314.06,Bank Transfer
13539,619,2019-05-04,468.79,Bank Transfer
13540,619,2019-06-04,468.79,Debit Card
13541,619,2019-07-04,468.79,Bank Transfer
13542,619,2019-08-04,468.79,Credit Card
13543,619,2019-09-04,468.79,Check
13544,619,2019-10-04,468.79,Bank Transfer
13545,619,2019-11-04,468.79,Credit Card
13546,619,2019-12-04,468.79,Credit Card
13547,619,2020-01-04,468.79,Credit Card
13548,619,2020-02-04,468.79,Credit Card
13549,619,2020-03-04,468.79,Debit Card
13550,619,2020-04-04,468.79,Check
13551,619,2020-05-04,468.79,Debit Card
13552,619,2020-06-04,468.79,Check
13553,619,2020-07-04,468.79,Debit Card
13554,619,2020-08-04,468.79,Debit Card
13555,619,2020-09-04,468.79,Bank Transfer
13556,619,2020-10-04,468.79,Check
13557,619,2020-11-04,468.79,Credit Card
13558,619,2020-12-04,468.79,Credit Card
13559,619,2021-01-04,468.79,Credit Card
13560,619,2021-02-04,468.79,Credit Card
13561,619,2021-03-04,468.79,Credit Card
13562,619,2021-04-04,468.79,Credit Card
13563,619,2021-05-04,468.79,Debit Card
13564,619,2021-06-04,468.79,Check
13565,619,2021-07-04,468.79,Credit Card
13566,619,2021-08-04,468.79,Credit Card
13567,620,2019-04-28,554.25,Credit Card
13568,620,2019-05-28,554.25,Check
13569,620,2019-06-28,554.25,Credit Card
13570,620,2019-07-28,554.25,Debit Card
13571,620,2019-08-28,1662.76,Bank Transfer
13572,620,2019-09-28,554.25,Credit Card
13573,620,2019-10-28,554.25,Debit Card
13574,620,2019-11-28,554.25,Debit Card
13575,620,2019-12-28,554.25,Check
13576,620,2020-01-28,554.25,Bank Transfer
13577,620,2020-02-28,1662.76,Debit Card
13578,620,2020-03-28,554.25,Bank Transfer
13579,620,2020-04-28,554.25,Check
13580,620,2020-05-28,554.25,Check
13581,620,2020-06-28,554.25,Credit Card
13582,620,2020-07-28,554.25,Debit Card
13583,620,2020-08-28,554.25,Credit Card
13584,620,2020-09-28,554.25,Check
13585,620,2020-10-28,554.25,Credit Card
13586,620,2020-11-28,554.25,Credit Card
13587,620,2020-12-28,554.25,Check
13588,620,2021-01-28,554.25,Credit Card
13589,620,2021-02-28,554.25,Debit Card
13590,620,2021-03-28,554.25,Debit Card
13591,620,2021-04-28,1662.76,Check
13592,620,2021-05-28,554.25,Credit Card
13593,620,2021-06-28,554.25,Credit Card
13594,620,2021-07-28,554.25,Debit Card
13595,620,2021-08-28,554.25,Check
13596,620,2021-09-28,554.25,Bank Transfer
13597,620,2021-10-28,1662.76,Debit Card
13598,620,2021-11-28,1662.76,Debit Card
13599,620,2021-12-28,554.25,Credit Card
13600,620,2022-01-28,554.25,Bank Transfer
13601,620,2022-02-28,554.25,Credit Card
13602,620,2022-03-28,554.25,Credit Card
13603,620,2022-04-28,1662.76,Debit Card
13604,620,2022-05-28,554.25,Credit Card
13605,620,2022-06-28,554.25,Credit Card
13606,621,2019-02-28,139.51,Bank Transfer
13607,621,2019-03-28,139.51,Credit Card
13608,621,2019-04-28,139.51,Credit Card
13609,621,2019-05-28,418.52,Credit Card
13610,621,2019-06-28,418.52,Credit Card
13611,621,2019-07-28,139.51,Bank Transfer
13612,621,2019-08-28,139.51,Credit Card
13613,621,2019-09-28,139.51,Bank Transfer
13614,621,2019-10-28,139.51,Check
13615,621,2019-11-28,139.51,Check
13616,622,2020-01-08,230.67,Bank Transfer
13617,622,2020-02-08,230.67,Check
13618,622,2020-03-08,230.67,Debit Card
13619,622,2020-04-08,230.67,Debit Card
13620,622,2020-05-08,692.02,Check
13621,622,2020-06-08,230.67,Check
13622,622,2020-07-08,230.67,Credit Card
13623,622,2020-08-08,230.67,Check
13624,622,2020-09-08,230.67,Debit Card
13625,622,2020-10-08,692.02,Credit Card
13626,622,2020-11-08,230.67,Credit Card
13627,622,2020-12-08,230.67,Check
13628,622,2021-01-08,230.67,Check
13629,622,2021-02-08,230.67,Debit Card
13630,622,2021-03-08,230.67,Debit Card
13631,622,2021-04-08,230.67,Credit Card
13632,622,2021-05-08,230.67,Bank Transfer
13633,622,2021-06-08,230.67,Debit Card
13634,622,2021-07-08,230.67,Check
13635,622,2021-08-08,230.67,Credit Card
13636,622,2021-09-08,230.67,Debit Card
13637,622,2021-10-08,230.67,Bank Transfer
13638,622,2021-11-08,230.67,Check
13639,622,2021-12-08,230.67,Check
13640,622,2022-01-08,230.67,Bank Transfer
13641,622,2022-02-08,230.67,Check
13642,622,2022-03-08,230.67,Credit Card
13643,622,2022-04-08,230.67,Check
13644,622,2022-05-08,230.67,Credit Card
13645,622,2022-06-08,230.67,Credit Card
13646,622,2022-07-08,230.67,Bank Transfer
13647,622,2022-08-08,230.67,Bank Transfer
13648,622,2022-09-08,230.67,Credit Card
13649,622,2022-10-08,230.67,Credit Card
13650,622,2022-11-08,230.67,Debit Card
13651,622,2022-12-08,230.67,Bank Transfer
13652,623,2021-11-02,515.94,Debit Card
13653,623,2021-12-02,515.94,Debit Card
13654,623,2022-01-02,1547.82,Check
13655,623,2022-02-02,515.94,Bank Transfer
13656,623,2022-03-02,515.94,Credit Card
13657,623,2022-04-02,515.94,Debit Card
13658,623,2022-05-02,515.94,Debit Card
13659,623,2022-06-02,515.94,Bank Transfer
13660,623,2022-07-02,515.94,Check
13661,623,2022-08-02,515.94,Debit Card
13662,623,2022-09-02,515.94,Debit Card
13663,623,2022-10-02,515.94,Bank Transfer
13664,623,2022-11-02,515.94,Check
13665,623,2022-12-02,515.94,Credit Card
13666,623,2023-01-02,515.94,Credit Card
13667,623,2023-02-02,515.94,Credit Card
13668,623,2023-03-02,1547.82,Credit Card
13669,623,2023-04-02,515.94,Bank Transfer
13670,623,2023-05-02,515.94,Credit Card
13671,623,2023-06-02,515.94,Credit Card
13672,623,2023-07-02,515.94,Check
13673,623,2023-08-02,515.94,Debit Card
13674,623,2023-09-02,515.94,Debit Card
13675,623,2023-10-02,515.94,Debit Card
13676,623,2023-11-02,515.94,Check
13677,624,2021-10-18,414.28,Debit Card
13678,624,2021-11-18,414.28,Credit Card
13679,624,2021-12-18,1242.83,Bank Transfer
13680,624,2022-01-18,414.28,Credit Card
13681,624,2022-02-18,414.28,Debit Card
13682,624,2022-03-18,414.28,Check
13683,624,2022-04-18,414.28,Credit Card
13684,624,2022-05-18,414.28,Debit Card
13685,624,2022-06-18,414.28,Credit Card
13686,624,2022-07-18,414.28,Check
13687,624,2022-08-18,414.28,Bank Transfer
13688,624,2022-09-18,414.28,Credit Card
13689,624,2022-10-18,414.28,Check
13690,624,2022-11-18,414.28,Check
13691,624,2022-12-18,414.28,Check
13692,624,2023-01-18,414.28,Bank Transfer
13693,624,2023-02-18,414.28,Credit Card
13694,624,2023-03-18,414.28,Check
13695,624,2023-04-18,414.28,Debit Card
13696,624,2023-05-18,414.28,Credit Card
13697,624,2023-06-18,414.28,Bank Transfer
13698,624,2023-07-18,414.28,Credit Card
13699,624,2023-08-18,1242.83,Credit Card
13700,624,2023-09-18,414.28,Bank Transfer
13701,624,2023-10-18,414.28,Check
13702,624,2023-11-18,414.28,Debit Card
13703,624,2023-12-18,414.28,Bank Transfer
13704,624,2024-01-18,414.28,Check
13705,625,2022-10-03,253.04,Credit Card
13706,625,2022-11-03,253.04,Check
13707,625,2022-12-03,253.04,Bank Transfer
13708,625,2023-01-03,253.04,Check
13709,625,2023-02-03,759.12,Credit Card
13710,625,2023-03-03,253.04,Check
13711,625,2023-04-03,253.04,Bank Transfer
13712,625,2023-05-03,253.04,Bank Transfer
13713,625,2023-06-03,759.12,Bank Transfer
13714,625,2023-07-03,253.04,Credit Card
13715,625,2023-08-03,253.04,Debit Card
13716,625,2023-09-03,253.04,Credit Card
13717,625,2023-10-03,253.04,Credit Card
13718,625,2023-11-03,253.04,Bank Transfer
13719,625,2023-12-03,253.04,Credit Card
13720,625,2024-01-03,253.04,Check
13721,625,2024-02-03,759.12,Bank Transfer
13722,625,2024-03-03,253.04,Credit Card
13723,626,2024-05-30,346.16,Bank Transfer
13724,626,2024-06-30,346.16,Debit Card
13725,626,2024-07-30,346.16,Debit Card
13726,626,2024-08-30,346.16,Credit Card
13727,626,2024-09-30,346.16,Credit Card
13728,626,2024-10-30,346.16,Credit Card
13729,626,2024-11-30,346.16,Check
13730,626,2024-12-30,346.16,Credit Card
13731,626,2025-01-30,346.16,Debit Card
13732,626,2025-03-02,346.16,Check
13733,626,2025-03-30,346.16,Debit Card
13734,626,2025-04-30,346.16,Credit Card
13735,626,2025-05-30,346.16,Credit Card
13736,626,2025-06-30,346.16,Credit Card
13737,626,2025-07-30,346.16,Credit Card
13738,626,2025-08-30,346.16,Credit Card
13739,626,2025-09-30,346.16,Bank Transfer
13740,626,2025-10-30,346.16,Credit Card
13741,626,2025-11-30,346.16,Credit Card
13742,627,2023-03-11,295.03,Credit Card
13743,627,2023-04-11,295.03,Debit Card
13744,627,2023-05-11,295.03,Credit Card
13745,627,2023-06-11,295.03,Credit Card
13746,627,2023-07-11,295.03,Credit Card
13747,627,2023-08-11,295.03,Credit Card
13748,627,2023-09-11,295.03,Debit Card
13749,627,2023-10-11,295.03,Debit Card
13750,627,2023-11-11,295.03,Bank Transfer
13751,627,2023-12-11,295.03,Debit Card
13752,627,2024-01-11,295.03,Credit Card
13753,627,2024-02-11,885.10,Credit Card
13754,627,2024-03-11,885.10,Credit Card
13755,627,2024-04-11,295.03,Credit Card
13756,627,2024-05-11,295.03,Credit Card
13757,627,2024-06-11,295.03,Bank Transfer
13758,627,2024-07-11,295.03,Credit Card
13759,627,2024-08-11,295.03,Check
13760,627,2024-09-11,295.03,Credit Card
13761,627,2024-10-11,295.03,Credit Card
13762,627,2024-11-11,295.03,Credit Card
13763,627,2024-12-11,295.03,Debit Card
13764,627,2025-01-11,295.03,Credit Card
13765,627,2025-02-11,295.03,Debit Card
13766,627,2025-03-11,295.03,Debit Card
13767,627,2025-04-11,295.03,Bank Transfer
13768,627,2025-05-11,295.03,Credit Card
13769,627,2025-06-11,295.03,Credit Card
13770,627,2025-07-11,295.03,Credit Card
13771,627,2025-08-11,295.03,Debit Card
13772,627,2025-09-11,295.03,Credit Card
13773,627,2025-10-11,295.03,Credit Card
13774,628,2023-05-02,441.69,Bank Transfer
13775,628,2023-06-02,147.23,Debit Card
13776,628,2023-07-02,147.23,Check
13777,628,2023-08-02,441.69,Bank Transfer
13778,628,2023-09-02,147.23,Debit Card
13779,628,2023-10-02,147.23,Credit Card
13780,628,2023-11-02,147.23,Bank Transfer
13781,628,2023-12-02,147.23,Credit Card
13782,628,2024-01-02,147.23,Bank Transfer
13783,628,2024-02-02,147.23,Check
13784,628,2024-03-02,147.23,Credit Card
13785,628,2024-04-02,147.23,Check
13786,628,2024-05-02,147.23,Debit Card
13787,628,2024-06-02,147.23,Check
13788,628,2024-07-02,147.23,Check
13789,628,2024-08-02,147.23,Debit Card
13790,628,2024-09-02,147.23,Credit Card
13791,628,2024-10-02,147.23,Bank Transfer
13792,628,2024-11-02,441.69,Debit Card
13793,628,2024-12-02,147.23,Credit Card
13794,628,2025-01-02,147.23,Check
13795,628,2025-02-02,147.23,Credit Card
13796,628,2025-03-02,147.23,Bank Transfer
13797,628,2025-04-02,147.23,Check
13798,628,2025-05-02,147.23,Check
13799,628,2025-06-02,147.23,Debit Card
13800,629,2021-12-18,306.39,Debit Card
13801,629,2022-01-18,919.17,Credit Card
13802,629,2022-02-18,306.39,Debit Card
13803,629,2022-03-18,306.39,Credit Card
13804,629,2022-04-18,306.39,Check
13805,629,2022-05-18,306.39,Credit Card
13806,629,2022-06-18,306.39,Credit Card
13807,629,2022-07-18,306.39,Debit Card
13808,629,2022-08-18,306.39,Debit Card
13809,629,2022-09-18,306.39,Bank Transfer
13810,629,2022-10-18,306.39,Bank Transfer
13811,629,2022-11-18,306.39,Credit Card
13812,629,2022-12-18,306.39,Bank Transfer
13813,629,2023-01-18,306.39,Credit Card
13814,629,2023-02-18,306.39,Bank Transfer
13815,629,2023-03-18,306.39,Bank Transfer
13816,629,2023-04-18,306.39,Debit Card
13817,629,2023-05-18,306.39,Check
13818,629,2023-06-18,306.39,Credit Card
13819,629,2023-07-18,306.39,Bank Transfer
13820,629,2023-08-18,306.39,Bank Transfer
13821,629,2023-09-18,919.17,Credit Card
13822,629,2023-10-18,306.39,Check
13823,629,2023-11-18,306.39,Credit Card
13824,629,2023-12-18,306.39,Credit Card
13825,629,2024-01-18,306.39,Bank Transfer
13826,629,2024-02-18,306.39,Bank Transfer
13827,629,2024-03-18,919.17,Debit Card
13828,630,2020-08-23,903.50,Credit Card
13829,630,2020-09-23,301.17,Bank Transfer
13830,630,2020-10-23,301.17,Bank Transfer
13831,630,2020-11-23,301.17,Check
13832,630,2020-12-23,301.17,Bank Transfer
13833,630,2021-01-23,301.17,Bank Transfer
13834,630,2021-02-23,301.17,Debit Card
13835,630,2021-03-23,301.17,Credit Card
13836,630,2021-04-23,903.50,Check
13837,630,2021-05-23,301.17,Credit Card
13838,630,2021-06-23,301.17,Credit Card
13839,630,2021-07-23,301.17,Bank Transfer
13840,630,2021-08-23,301.17,Credit Card
13841,630,2021-09-23,301.17,Credit Card
13842,630,2021-10-23,301.17,Check
13843,630,2021-11-23,301.17,Credit Card
13844,630,2021-12-23,301.17,Bank Transfer
13845,630,2022-01-23,301.17,Debit Card
13846,630,2022-02-23,301.17,Credit Card
13847,630,2022-03-23,903.50,Debit Card
13848,630,2022-04-23,301.17,Credit Card
13849,630,2022-05-23,301.17,Credit Card
13850,630,2022-06-23,301.17,Check
13851,630,2022-07-23,301.17,Bank Transfer
13852,630,2022-08-23,301.17,Debit Card
13853,630,2022-09-23,301.17,Credit Card
13854,630,2022-10-23,903.50,Bank Transfer
13855,630,2022-11-23,301.17,Check
13856,630,2022-12-23,301.17,Bank Transfer
13857,630,2023-01-23,301.17,Debit Card
13858,630,2023-02-23,301.17,Check
13859,630,2023-03-23,301.17,Credit Card
13860,630,2023-04-23,301.17,Credit Card
13861,630,2023-05-23,301.17,Bank Transfer
13862,630,2023-06-23,301.17,Credit Card
13863,630,2023-07-23,301.17,Bank Transfer
13864,630,2023-08-23,301.17,Credit Card
13865,630,2023-09-23,301.17,Check
13866,630,2023-10-23,301.17,Debit Card
13867,631,2024-06-11,133.88,Bank Transfer
13868,631,2024-07-11,133.88,Check
13869,631,2024-08-11,133.88,Credit Card
13870,631,2024-09-11,133.88,Credit Card
13871,631,2024-10-11,133.88,Credit Card
13872,631,2024-11-11,133.88,Bank Transfer
13873,631,2024-12-11,133.88,Check
13874,631,2025-01-11,133.88,Debit Card
13875,631,2025-02-11,133.88,Credit Card
13876,632,2019-07-28,148.74,Debit Card
13877,632,2019-08-28,148.74,Bank Transfer
13878,632,2019-09-28,148.74,Credit Card
13879,632,2019-10-28,148.74,Credit Card
13880,632,2019-11-28,148.74,Bank Transfer
13881,632,2019-12-28,148.74,Bank Transfer
13882,632,2020-01-28,148.74,Debit Card
13883,632,2020-02-28,148.74,Debit Card
13884,632,2020-03-28,148.74,Check
13885,632,2020-04-28,148.74,Check
13886,632,2020-05-28,148.74,Credit Card
13887,632,2020-06-28,148.74,Bank Transfer
13888,632,2020-07-28,148.74,Bank Transfer
13889,632,2020-08-28,148.74,Bank Transfer
13890,632,2020-09-28,446.23,Credit Card
13891,632,2020-10-28,148.74,Bank Transfer
13892,632,2020-11-28,148.74,Bank Transfer
13893,632,2020-12-28,148.74,Credit Card
13894,632,2021-01-28,148.74,Bank Transfer
13895,632,2021-02-28,148.74,Debit Card
13896,632,2021-03-28,148.74,Credit Card
13897,632,2021-04-28,148.74,Check
13898,632,2021-05-28,148.74,Check
13899,632,2021-06-28,148.74,Credit Card
13900,632,2021-07-28,148.74,Credit Card
13901,632,2021-08-28,148.74,Bank Transfer
13902,632,2021-09-28,148.74,Credit Card
13903,632,2021-10-28,148.74,Debit Card
13904,633,2019-09-01,104.57,Credit Card
13905,633,2019-10-01,104.57,Bank Transfer
13906,633,2019-11-01,104.57,Credit Card
13907,633,2019-12-01,104.57,Debit Card
13908,633,2020-01-01,313.70,Check
13909,633,2020-02-01,104.57,Check
13910,633,2020-03-01,104.57,Debit Card
13911,633,2020-04-01,104.57,Debit Card
13912,633,2020-05-01,104.57,Credit Card
13913,633,2020-06-01,104.57,Bank Transfer
13914,633,2020-07-01,104.57,Credit Card
13915,633,2020-08-01,104.57,Credit Card
13916,633,2020-09-01,104.57,Debit Card
13917,633,2020-10-01,104.57,Credit Card
13918,633,2020-11-01,104.57,Credit Card
13919,633,2020-12-01,104.57,Check
13920,633,2021-01-01,104.57,Check
13921,633,2021-02-01,104.57,Bank Transfer
13922,634,2019-12-19,433.22,Bank Transfer
13923,634,2020-01-19,433.22,Bank Transfer
13924,634,2020-02-19,433.22,Debit Card
13925,634,2020-03-19,433.22,Credit Card
13926,634,2020-04-19,433.22,Bank Transfer
13927,634,2020-05-19,433.22,Credit Card
13928,634,2020-06-19,1299.65,Credit Card
13929,634,2020-07-19,433.22,Check
13930,634,2020-08-19,433.22,Credit Card
13931,634,2020-09-19,433.22,Credit Card
13932,634,2020-10-19,433.22,Bank Transfer
13933,634,2020-11-19,433.22,Debit Card
13934,634,2020-12-19,433.22,Credit Card
13935,634,2021-01-19,433.22,Credit Card
13936,634,2021-02-19,433.22,Bank Transfer
13937,634,2021-03-19,1299.65,Debit Card
13938,634,2021-04-19,433.22,Debit Card
13939,634,2021-05-19,1299.65,Check
13940,634,2021-06-19,433.22,Credit Card
13941,634,2021-07-19,433.22,Credit Card
13942,634,2021-08-19,433.22,Bank Transfer
13943,634,2021-09-19,433.22,Credit Card
13944,634,2021-10-19,433.22,Credit Card
13945,634,2021-11-19,433.22,Credit Card
13946,634,2021-12-19,433.22,Credit Card
13947,634,2022-01-19,433.22,Bank Transfer
13948,634,2022-02-19,433.22,Credit Card
13949,635,2023-11-14,78.46,Credit Card
13950,635,2023-12-14,78.46,Debit Card
13951,635,2024-01-14,78.46,Check
13952,635,2024-02-14,78.46,Bank Transfer
13953,635,2024-03-14,78.46,Credit Card
13954,635,2024-04-14,78.46,Credit Card
13955,635,2024-05-14,78.46,Check
13956,635,2024-06-14,78.46,Credit Card
13957,635,2024-07-14,78.46,Bank Transfer
13958,636,2021-12-28,191.15,Check
13959,636,2022-01-28,573.46,Debit Card
13960,636,2022-02-28,191.15,Bank Transfer
13961,636,2022-03-28,191.15,Check
13962,636,2022-04-28,191.15,Bank Transfer
13963,636,2022-05-28,191.15,Debit Card
13964,636,2022-06-28,191.15,Credit Card
13965,636,2022-07-28,191.15,Debit Card
13966,636,2022-08-28,573.46,Credit Card
13967,636,2022-09-28,191.15,Check
13968,636,2022-10-28,191.15,Credit Card
13969,636,2022-11-28,191.15,Debit Card
13970,636,2022-12-28,191.15,Bank Transfer
13971,636,2023-01-28,191.15,Check
13972,636,2023-02-28,191.15,Check
13973,636,2023-03-28,191.15,Debit Card
13974,636,2023-04-28,191.15,Credit Card
13975,636,2023-05-28,191.15,Check
13976,636,2023-06-28,191.15,Check
13977,636,2023-07-28,191.15,Bank Transfer
13978,636,2023-08-28,191.15,Bank Transfer
13979,636,2023-09-28,191.15,Credit Card
13980,636,2023-10-28,573.46,Debit Card
13981,636,2023-11-28,191.15,Credit Card
13982,636,2023-12-28,191.15,Bank Transfer
13983,636,2024-01-28,191.15,Check
13984,636,2024-02-28,191.15,Debit Card
13985,636,2024-03-28,191.15,Credit Card
13986,636,2024-04-28,191.15,Credit Card
13987,636,2024-05-28,191.15,Credit Card
13988,636,2024-06-28,191.15,Credit Card
13989,636,2024-07-28,191.15,Credit Card
13990,636,2024-08-28,191.15,Check
13991,636,2024-09-28,573.46,Credit Card
13992,636,2024-10-28,191.15,Check
13993,636,2024-11-28,191.15,Check
13994,636,2024-12-28,191.15,Debit Card
13995,637,2023-08-08,85.81,Bank Transfer
13996,637,2023-09-08,85.81,Debit Card
13997,637,2023-10-08,85.81,Credit Card
13998,637,2023-11-08,85.81,Credit Card
13999,637,2023-12-08,257.43,Check
14000,637,2024-01-08,257.43,Check
14001,637,2024-02-08,85.81,Debit Card
14002,637,2024-03-08,85.81,Credit Card
14003,637,2024-04-08,85.81,Check
14004,637,2024-05-08,85.81,Bank Transfer
14005,637,2024-06-08,85.81,Credit Card
14006,637,2024-07-08,85.81,Bank Transfer
14007,637,2024-08-08,85.81,Debit Card
14008,637,2024-09-08,85.81,Debit Card
14009,637,2024-10-08,85.81,Check
14010,637,2024-11-08,85.81,Credit Card
14011,637,2024-12-08,85.81,Bank Transfer
14012,637,2025-01-08,85.81,Bank Transfer
14013,637,2025-02-08,85.81,Bank Transfer
14014,637,2025-03-08,85.81,Debit Card
14015,637,2025-04-08,85.81,Bank Transfer
14016,637,2025-05-08,85.81,Credit Card
14017,637,2025-06-08,85.81,Bank Transfer
14018,637,2025-07-08,85.81,Check
14019,637,2025-08-08,85.81,Check
14020,637,2025-09-08,85.81,Check
14021,637,2025-10-08,85.81,Check
14022,637,2025-11-08,85.81,Bank Transfer
14023,638,2023-09-28,924.31,Credit Card
14024,638,2023-10-28,308.10,Check
14025,638,2023-11-28,308.10,Bank Transfer
14026,638,2023-12-28,924.31,Credit Card
14027,638,2024-01-28,308.10,Check
14028,638,2024-02-28,308.10,Credit Card
14029,638,2024-03-28,308.10,Check
14030,638,2024-04-28,308.10,Credit Card
14031,638,2024-05-28,308.10,Check
14032,638,2024-06-28,308.10,Bank Transfer
14033,638,2024-07-28,308.10,Debit Card
14034,638,2024-08-28,308.10,Credit Card
14035,638,2024-09-28,308.10,Debit Card
14036,638,2024-10-28,308.10,Bank Transfer
14037,638,2024-11-28,308.10,Bank Transfer
14038,639,2023-08-12,135.25,Credit Card
14039,639,2023-09-12,135.25,Check
14040,639,2023-10-12,405.75,Credit Card
14041,639,2023-11-12,135.25,Credit Card
14042,639,2023-12-12,405.75,Credit Card
14043,639,2024-01-12,135.25,Credit Card
14044,639,2024-02-12,135.25,Debit Card
14045,639,2024-03-12,135.25,Check
14046,639,2024-04-12,405.75,Bank Transfer
14047,639,2024-05-12,405.75,Credit Card
14048,639,2024-06-12,135.25,Check
14049,639,2024-07-12,135.25,Bank Transfer
14050,639,2024-08-12,405.75,Check
14051,639,2024-09-12,135.25,Bank Transfer
14052,639,2024-10-12,135.25,Debit Card
14053,639,2024-11-12,135.25,Credit Card
14054,639,2024-12-12,135.25,Bank Transfer
14055,639,2025-01-12,135.25,Debit Card
14056,639,2025-02-12,135.25,Credit Card
14057,639,2025-03-12,135.25,Bank Transfer
14058,639,2025-04-12,135.25,Check
14059,639,2025-05-12,135.25,Debit Card
14060,639,2025-06-12,135.25,Credit Card
14061,639,2025-07-12,135.25,Check
14062,639,2025-08-12,135.25,Check
14063,639,2025-09-12,135.25,Credit Card
14064,639,2025-10-12,135.25,Debit Card
14065,639,2025-11-12,405.75,Credit Card
14066,640,2021-01-26,254.44,Credit Card
14067,640,2021-02-26,254.44,Debit Card
14068,640,2021-03-26,254.44,Bank Transfer
14069,640,2021-04-26,254.44,Check
14070,640,2021-05-26,254.44,Bank Transfer
14071,640,2021-06-26,254.44,Check
14072,640,2021-07-26,254.44,Credit Card
14073,640,2021-08-26,254.44,Credit Card
14074,640,2021-09-26,254.44,Debit Card
14075,640,2021-10-26,254.44,Credit Card
14076,640,2021-11-26,254.44,Credit Card
14077,640,2021-12-26,254.44,Check
14078,640,2022-01-26,254.44,Credit Card
14079,640,2022-02-26,254.44,Credit Card
14080,640,2022-03-26,254.44,Credit Card
14081,640,2022-04-26,254.44,Bank Transfer
14082,640,2022-05-26,254.44,Credit Card
14083,640,2022-06-26,254.44,Credit Card
14084,640,2022-07-26,254.44,Debit Card
14085,640,2022-08-26,254.44,Credit Card
14086,640,2022-09-26,254.44,Credit Card
14087,640,2022-10-26,254.44,Credit Card
14088,640,2022-11-26,254.44,Check
14089,640,2022-12-26,254.44,Bank Transfer
14090,640,2023-01-26,254.44,Credit Card
14091,641,2021-03-07,169.60,Debit Card
14092,641,2021-04-07,169.60,Debit Card
14093,641,2021-05-07,169.60,Check
14094,641,2021-06-07,169.60,Check
14095,641,2021-07-07,169.60,Credit Card
14096,641,2021-08-07,169.60,Bank Transfer
14097,641,2021-09-07,169.60,Bank Transfer
14098,641,2021-10-07,169.60,Credit Card
14099,641,2021-11-07,169.60,Credit Card
14100,641,2021-12-07,169.60,Check
14101,641,2022-01-07,169.60,Check
14102,641,2022-02-07,508.81,Debit Card
14103,641,2022-03-07,169.60,Bank Transfer
14104,641,2022-04-07,169.60,Credit Card
14105,641,2022-05-07,169.60,Check
14106,641,2022-06-07,169.60,Credit Card
14107,641,2022-07-07,508.81,Debit Card
14108,641,2022-08-07,169.60,Credit Card
14109,641,2022-09-07,508.81,Credit Card
14110,641,2022-10-07,169.60,Credit Card
14111,641,2022-11-07,169.60,Debit Card
14112,641,2022-12-07,169.60,Credit Card
14113,641,2023-01-07,169.60,Check
14114,641,2023-02-07,169.60,Credit Card
14115,641,2023-03-07,169.60,Debit Card
14116,641,2023-04-07,169.60,Check
